reporting_period,maintenance_activity,maintenance_asset_subcategory,source_currency_unit,routine_maintenance_expenditure,non_routine_maintenance_expenditure,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,currency_standard,price_basis,currency_scale_factor,currency_unit_status,routine_maintenance_expenditure_standard,routine_maintenance_expenditure_status,non_routine_maintenance_expenditure_standard,non_routine_maintenance_expenditure_status,total_maintenance_expenditure_standard,total_maintenance_expenditure_status,relationship_status,descriptor_source_workbook,descriptor_source_sheet,descriptor_source_row,denominator_unit_standard,installed_quantity_standard,installed_quantity_status,serviced_quantity_standard,serviced_quantity_status,installed_ratio_unit,installed_ratio_status,serviced_ratio_unit,serviced_ratio_status,routine_expenditure_per_installed_unit,non_routine_expenditure_per_installed_unit,total_expenditure_per_installed_unit,routine_expenditure_per_serviced_unit,non_routine_expenditure_per_serviced_unit,total_expenditure_per_serviced_unit
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$,3299895.3405746147,3687023.345319078,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,55,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Substations equipment & property maintenance,submitted,55,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,AUD,nominal,1.0,standardized_source_unit,3299895.3405746147,numeric,3687023.345319078,numeric,6986918.685893692,numeric,matched_with_denominator,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,17,count,1835.0,numeric,1835.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1798.308087506602,2009.2770274218408,3807.5851149284426,1798.308087506602,2009.2770274218408,3807.5851149284426
2023-24,Substations equipment & property maintenance,Substation power transformers,$,2353490.995398588,2104448.5626568296,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,56,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Substations equipment & property maintenance,submitted,56,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2353490.995398588,numeric,2104448.5626568296,numeric,4457939.558055418,numeric,matched_with_denominator,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,18,count,152.0,numeric,152.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,15483.493390780184,13845.056333268616,29328.5497240488,15483.493390780184,13845.056333268616,29328.5497240488
2023-24,Substations equipment & property maintenance,Substation property,$,6945964.554026798,3062578.102024092,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,57,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Substations equipment & property maintenance,submitted,57,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,6945964.554026798,numeric,3062578.102024092,numeric,10008542.65605089,numeric,matched_with_denominator,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,19,count,78.0,numeric,78.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,89050.82761572818,39263.82182082169,128314.64943654988,89050.82761572818,39263.82182082169,128314.64943654988
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,$,2549910.02,336826.49,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,58,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,SCADA & network control maintenance,submitted,58,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2549910.02,numeric,336826.49,numeric,2886736.51,numeric,matched_with_denominator,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,20,count,126.0,numeric,126.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,20237.38111111111,2673.226111111111,22910.60722222222,20237.38111111111,2673.226111111111,22910.60722222222
2023-24,Protection systems maintenance,Protection systems maintenance,$,2537317.66,1442503.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,59,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Protection systems maintenance,submitted,59,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2537317.66,numeric,1442503.0,numeric,3979820.66,numeric,matched_with_denominator,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,21,count,1678.0,numeric,1678.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,1512.1082598331348,859.6561382598331,2371.764398092968,1512.1082598331348,859.6561382598331,2371.764398092968
2023-24,Other maintenance activity ,ROW MAINTENANCE,$,2538162.97,454160.12,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,60,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Other maintenance activity ,submitted,60,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2538162.97,numeric,454160.12,numeric,2992323.0900000003,numeric,matched_with_denominator,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,22,km,4765.72,numeric,4765.72,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,532.5875145833159,95.29727302485249,627.8847876081684,532.5875145833159,95.29727302485249,627.8847876081684
2019-20,Transmission lines maintenance,Transmission towers,$0's,2376620.659999985,14983101.174011009,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,50,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,50,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2376620.659999985,numeric,14983101.174011009,numeric,17359721.834010992,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,12,count,23537.0,numeric,23537.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,100.97381399498597,636.5765039729366,737.5503179679225,100.97381399498597,636.5765039729366,737.5503179679225
2019-20,Transmission lines maintenance,Transmission tower support structures,$0's,88218.03999999994,19370093.371213,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,51,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,51,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,88218.03999999994,numeric,19370093.371213,numeric,19458311.411213,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,13,count,23537.0,numeric,23537.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,3.7480579513106997,822.9635625276374,826.711620478948,3.7480579513106997,822.9635625276374,826.711620478948
2019-20,Transmission lines maintenance,Conductors,$0's,0.0,1559812.789007,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,52,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,52,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,0.0,numeric,1559812.789007,numeric,1559812.789007,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,14,km,9627.0,numeric,9627.0,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,0.0,162.02480409338318,162.02480409338318,0.0,162.02480409338318,162.02480409338318
2019-20,Transmission lines maintenance,Transmission cables,$0's,197608.52999999968,21571.145769,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,53,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,53,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,197608.52999999968,numeric,21571.145769,numeric,219179.67576899967,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,15,km,20.24,numeric,20.24,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,9763.267292490104,1065.7680715909091,10829.035364081012,9763.267292490104,1065.7680715909091,10829.035364081012
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,4999689.087999999,16307044.6702,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,54,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Substations equipment & property maintenance,submitted,54,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,AUD,nominal,1.0,standardized_source_unit,4999689.087999999,numeric,16307044.6702,numeric,21306733.758199997,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,16,count,1485.0,numeric,1485.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,3366.793998653198,10981.174862087542,14347.968860740739,3366.793998653198,10981.174862087542,14347.968860740739
2019-20,Substations equipment & property maintenance,Substation power transformers,$0's,838326.0470000012,2940998.0169,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,55,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Substations equipment & property maintenance,submitted,55,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,838326.0470000012,numeric,2940998.0169,numeric,3779324.0639000013,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,17,count,201.0,numeric,201.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,4170.776353233837,14631.830929850747,18802.607283084584,4170.776353233837,14631.830929850747,18802.607283084584
2019-20,Substations equipment & property maintenance,Substation property,$0's,1808051.1550000007,3877379.3628999954,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,56,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Substations equipment & property maintenance,submitted,56,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1808051.1550000007,numeric,3877379.3628999954,numeric,5685430.517899996,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,18,count,127.0,numeric,127.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,14236.62326771654,30530.546164566895,44767.16943228343,14236.62326771654,30530.546164566895,44767.16943228343
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,$0's,1501305.39,5836485.929999993,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,57,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,SCADA & network control maintenance,submitted,57,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1501305.39,numeric,5836485.929999993,numeric,7337791.319999993,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,19,count,5998.0,numeric,5998.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,250.30099866622206,973.0720123374447,1223.3730110036668,250.30099866622206,973.0720123374447,1223.3730110036668
2019-20,Protection systems maintenance,Protection systems maintenance,$0's,959895.430000004,3579947.360000004,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,58,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Protection systems maintenance,submitted,58,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,959895.430000004,numeric,3579947.360000004,numeric,4539842.790000008,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,20,count,5027.0,numeric,5027.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,190.94796697831788,712.1438949671781,903.091861945496,190.94796697831788,712.1438949671781,903.091861945496
2019-20,Other maintenance activity ,TRANSMISSION TOWERS SUPPORT STRUCTURES,$0's,,,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,59,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Other maintenance activity ,submitted,59,meaningful,True,other_maintenance_activity,Other maintenance activity,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,,blank,,blank,,blank,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,21,count,168000.0,numeric,1433.0,numeric,nominal_AUD_per_count,missing_numerators,nominal_AUD_per_count,missing_numerators,,,,,,
2019-20,,CORRIDOR MAINTENANCE (NON VEG),$0's,3587.020000000001,1649451.0500000017,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,60,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Other maintenance activity ,continued_group_label,59,meaningful,True,other_maintenance_activity,Other maintenance activity,corridor_maintenance_non_vegetation,Corridor maintenance (non-vegetation),mapped,mapped,AUD,nominal,1.0,standardized_source_unit,3587.020000000001,numeric,1649451.0500000017,numeric,1653038.0700000017,numeric,matched_with_denominator,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,22,km,9634.0,numeric,1372.0,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,0.37232925057089483,171.2114438447168,171.5837730952877,2.6144460641399423,1202.2237973760946,1204.8382434402345
2020-21,Transmission lines maintenance,Transmission towers,$0's,2840936.0000000144,7773311.210980312,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,50,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,50,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,2840936.0000000144,numeric,7773311.210980312,numeric,10614247.210980326,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,12,count,23550.0,numeric,23550.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,120.63422505307916,330.07690917113854,450.7111342242177,120.63422505307916,330.07690917113854,450.7111342242177
2020-21,Transmission lines maintenance,Transmission tower support structures,$0's,53017.60000000001,28950166.339016367,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,51,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,51,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,53017.60000000001,numeric,28950166.339016367,numeric,29003183.93901637,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,13,count,23550.0,numeric,23550.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,2.25127813163482,1229.306426285196,1231.557704416831,2.25127813163482,1229.306426285196,1231.557704416831
2020-21,Transmission lines maintenance,Conductors,$0's,0.0,723780.315138938,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,52,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,52,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,0.0,numeric,723780.315138938,numeric,723780.315138938,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,14,km,9629.0,numeric,9629.0,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,0.0,75.16671670359726,75.16671670359726,0.0,75.16671670359726,75.16671670359726
2020-21,Transmission lines maintenance,Transmission cables,$0's,220444.88000000032,8548250.232597137,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,53,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,53,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,220444.88000000032,numeric,8548250.232597137,numeric,8768695.112597138,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,15,km,20.24,numeric,20.24,numeric,nominal_AUD_per_km,calculated,nominal_AUD_per_km,calculated,10891.545454545472,422344.37908088625,433235.9245354317,10891.545454545472,422344.37908088625,433235.9245354317
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,4583217.587999981,14741764.16341809,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,54,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,54,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,AUD,nominal,1.0,standardized_source_unit,4583217.587999981,numeric,14741764.16341809,numeric,19324981.75141807,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,16,count,1482.0,numeric,1482.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,3092.5894655870316,9947.209287056741,13039.798752643772,3092.5894655870316,9947.209287056741,13039.798752643772
2020-21,Substations equipment & property maintenance,Substation power transformers,$0's,1544174.4169999992,3412554.139686628,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,55,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,55,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1544174.4169999992,numeric,3412554.139686628,numeric,4956728.556686627,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,17,count,201.0,numeric,201.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,7682.459786069648,16977.881291973274,24660.34107804292,7682.459786069648,16977.881291973274,24660.34107804292
2020-21,Substations equipment & property maintenance,Substation property,$0's,1485737.9250000007,4014437.635355997,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,56,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,56,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1485737.9250000007,numeric,4014437.635355997,numeric,5500175.560355998,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,18,count,128.0,numeric,128.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,11607.327539062506,31362.794026218726,42970.12156528123,11607.327539062506,31362.794026218726,42970.12156528123
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,$0's,1119461.8300000003,5362255.67163142,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,57,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,SCADA & network control maintenance,submitted,57,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,1119461.8300000003,numeric,5362255.67163142,numeric,6481717.50163142,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,19,count,6212.0,numeric,6212.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,180.20956696716038,863.2092195156825,1043.418786482843,180.20956696716038,863.2092195156825,1043.418786482843
2020-21,Protection systems maintenance,Protection systems maintenance,$0's,979355.0199999982,2260944.212284656,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,58,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Protection systems maintenance,submitted,58,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,AUD,nominal,1.0,standardized_source_unit,979355.0199999982,numeric,2260944.212284656,numeric,3240299.232284654,numeric,matched_with_denominator,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,20,count,5030.0,numeric,5030.0,numeric,nominal_AUD_per_count,calculated,nominal_AUD_per_count,calculated,194.70278727634158,449.49189111026953,644.1946783866111,194.70278727634158,449.49189111026953,644.1946783866111
